Retailer,Brand,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,
Amazon,ADIDAS,1185732,4/29/2020,Northeast,New Hampshire,Manchester,Lite Racer Adapt 3.0 Shoes,49,165,8085,3234,40%,Online,
West Gear,ADIDAS,1128299,4/30/2020,West,California,San Francisco,ZX 1K Boost Shoes,42,165,6930,2426,35%,Outlet,
Kohl's,ADIDAS,1189833,5/1/2020,West,California,Los Angeles,ZX 1K Boost Shoes,39,165,6435,2252,35%,Outlet,
Sports Direct,ADIDAS,1197831,5/2/2020,South,Alabama,Birmingham,NMD_R1 Spectoo Shoes,14,165,2310,693,30%,Outlet,
Sports Direct,ADIDAS,1197831,5/3/2020,South,Alabama,Birmingham,Multix Shoes,26,165,4290,1073,25%,Outlet,
Sports Direct,ADIDAS,1197831,5/4/2020,South,Alabama,Birmingham,ZX 1K Boost Shoes,38,165,6270,2195,35%,Outlet,
West Gear,ADIDAS,1185732,5/5/2020,Southeast,Florida,Orlando,Superstar Shoes,31,165,5115,2046,40%,Outlet,
Sports Direct,ADIDAS,1128299,5/6/2020,Southeast,Virginia,Richmond,ZX 1K Boost Shoes,53,165,8745,3061,35%,Outlet,
West Gear,ADIDAS,1185732,5/7/2020,West,Utah,Salt Lake City,Originals Flex Shoes,22,165,3630,1271,35%,Outlet,
West Gear,ADIDAS,1128299,7/18/2020,West,Oregon,Portland,ZX 700 HD shoes,53,165,8745,2624,30%,Outlet,
West Gear,ADIDAS,1128299,4/17/2020,West,Oregon,Portland,ZX 700 HD Shoes,53,165,8745,2186,25%,Outlet,
Kohl's,ADIDAS,1128299,4/18/2020,West,New Mexico,Albuquerque,ZX 700 HD Shoes,41,165,6765,2368,35%,Outlet,
Walmart,ADIDAS,1185732,4/19/2020,South,Mississippi,Jackson,ZX 1K Boost Shoes,17,165,2805,1122,40%,Outlet,
Walmart,ADIDAS,1197831,4/20/2020,South,Arkansas,Little Rock,Multix Shoes,48,165,7920,2772,35%,Outlet,
Foot Locker,ADIDAS,1185732,4/21/2020,Northeast,New Hampshire,Manchester,Puremotion Shoes,36,165,5940,2079,35%,Outlet,
West Gear,ADIDAS,1185732,4/22/2020,Midwest,Indiana,Indianapolis,ZX 700 HD Shoes,54,164,8856,2657,30%,Online,
Sports Direct,ADIDAS,1197831,4/23/2020,South,Texas,Houston,Geodiver Primeblue Shoes,36,163,5868,1467,25%,Online,
West Gear,ADIDAS,1128299,4/24/2020,West,California,San Francisco,ZX 2K Boost Shoes,63,163,10269,3594,35%,Online,
Kohl's,ADIDAS,1189833,4/25/2020,West,California,Los Angeles,ZX 1K Boost Shoes,45,163,7335,2934,40%,Online,
Kohl's,ADIDAS,1189833,4/26/2020,West,California,Los Angeles,ZX 2K Boost Shoes,58,163,9454,3309,35%,Online,
Sports Direct,ADIDAS,1197831,4/27/2020,South,Texas,Dallas,Geodiver Primeblue Shoes,32,163,5216,1826,35%,Online,
West Gear,ADIDAS,1128299,4/28/2020,West,Washington,Seattle,ZX 2K Boost Shoes,72,163,11736,3521,30%,Online,
West Gear,ADIDAS,1128299,4/29/2020,West,Washington,Seattle,ZX 700 HD shoes,73,163,11899,2975,25%,Online,
Sports Direct,ADIDAS,1197831,4/30/2020,South,Tennessee,Knoxville,ZX 1K Boost Shoes,37,163,6031,2111,35%,Online,
Sports Direct,ADIDAS,1197831,5/1/2020,South,Tennessee,Knoxville,Ultraboost 21 Shoes,42,163,6846,2738,40%,Online,
Sports Direct,ADIDAS,1197831,5/2/2020,South,Alabama,Birmingham,Superstar Shoes,28,163,4564,1597,35%,Online,
Amazon,ADIDAS,1185732,5/3/2020,West,Alaska,Anchorage,Swift Run X Shoes,59,163,9617,3366,35%,Online,
Walmart,ADIDAS,1128299,5/4/2020,Southeast,Florida,Orlando,ZX 1K Boost Shoes,101,163,16463,4939,30%,Online,
West Gear,ADIDAS,1185732,5/5/2020,Northeast,New York,Albany,ZX 700 HD shoes,48,163,7824,1956,25%,Online,
Kohl's,ADIDAS,1185732,5/6/2020,Northeast,New York,Albany,ZX 700 HD Shoes,52,163,8476,2967,35%,Online,
Kohl's,ADIDAS,1185732,5/7/2020,West,Wyoming,Cheyenne,Swift Run X Shoes,50,163,8150,3260,40%,Online,
Kohl's,ADIDAS,1185732,7/18/2020,West,Wyoming,Cheyenne,Runfalcon 2.0 Shoes,44,163,7172,2510,35%,Online,
Kohl's,ADIDAS,1185732,4/17/2020,West,Wyoming,Cheyenne,Swift Run X Shoes,43,163,7009,2453,35%,Online,
Foot Locker,ADIDAS,1185732,4/18/2020,Midwest,Michigan,Detroit,ZX 1K Boost Shoes,59,163,9617,2885,30%,Online,
Foot Locker,ADIDAS,1185732,4/19/2020,Midwest,Missouri,St. Louis,Superstar Shoes,41,163,6683,1671,25%,Online,
West Gear,ADIDAS,1128299,4/20/2020,West,Oregon,Portland,Swift Run X Shoes,86,163,14018,4906,35%,Online,
Foot Locker,ADIDAS,1197831,4/21/2020,South,Louisiana,New Orleans,Superstar Shoes,23,163,3749,1500,40%,Online,
Sports Direct,ADIDAS,1197831,4/22/2020,West,Idaho,Boise,Superstar Shoes,63,163,10269,3594,35%,Online,
Foot Locker,ADIDAS,1128299,4/23/2020,West,Arizona,Phoenix,Swift Run X Shoes,50,163,8150,2853,35%,Online,
Kohl's,ADIDAS,1128299,4/24/2020,West,New Mexico,Albuquerque,Swift Run X Shoes,49,163,7987,2396,30%,Online,
Sports Direct,ADIDAS,1185732,4/25/2020,Southeast,North Carolina,Charlotte,Superstar Shoes,61,163,9943,2486,25%,Online,
Sports Direct,ADIDAS,1185732,4/26/2020,Southeast,North Carolina,Charlotte,Superstar Shoes,55,163,8965,3138,35%,Online,
Sports Direct,ADIDAS,1185732,4/27/2020,Southeast,North Carolina,Charlotte,Superstar Shoes,72,163,11736,4694,40%,Online,
Sports Direct,ADIDAS,1185732,4/28/2020,South,Mississippi,Jackson,Swift Run X Shoes,28,163,4564,1597,35%,Online,
Foot Locker,ADIDAS,1185732,4/29/2020,Northeast,Delaware,Wilmington,Nizza Platform Mid Shoes,50,163,8150,2853,35%,Online,
Sports Direct,ADIDAS,1185732,4/30/2020,Northeast,Connecticut,Hartford,Ultraboost 21 Shoes,51,163,8313,2494,30%,Online,
Amazon,ADIDAS,1185732,5/1/2020,Northeast,Vermont,Burlington,Runfalcon 2.0 Shoes,58,163,9454,2364,25%,Online,
Sports Direct,ADIDAS,1197831,5/2/2020,South,Texas,Dallas,Swift Run X Shoes,24,163,3912,1369,35%,Outlet,
Sports Direct,ADIDAS,1197831,5/3/2020,South,Tennessee,Knoxville,QT Racer 2.0 Shoes,27,163,4401,1760,40%,Outlet,
Foot Locker,ADIDAS,1128299,5/4/2020,West,Arizona,Phoenix,Superstar Shoes,40,163,6520,2282,35%,Outlet,
Foot Locker,ADIDAS,1128299,5/5/2020,West,Arizona,Phoenix,Superstar Shoes,38,163,6194,2168,35%,Outlet,
Kohl's,ADIDAS,1128299,5/6/2020,West,New Mexico,Albuquerque,Ultraboost 21 Shoes,46,163,7498,2249,30%,Outlet,
Sports Direct,ADIDAS,1128299,5/7/2020,Southeast,Georgia,Atlanta,QT Racer 2.0 Shoes,30,163,4890,1223,25%,Outlet,
Sports Direct,ADIDAS,1128299,7/18/2020,Southeast,Georgia,Atlanta,Adilette Clogs,41,163,6683,2339,35%,Outlet,
Walmart,ADIDAS,1197831,12/8/2021,South,Arkansas,Little Rock,Runfalcon 2.0 Shoes,36,163,5868,2347,40%,Outlet,
Walmart,ADIDAS,1197831,12/8/2021,South,Arkansas,Little Rock,Fluidflow 2.0 Shoes,42,163,6846,2396,35%,Outlet,
West Gear,ADIDAS,1197831,12/8/2021,South,Oklahoma,Oklahoma City,Superstar Shoes,45,163,7335,2567,35%,Outlet,
Amazon,ADIDAS,1185732,12/8/2021,Northeast,New Hampshire,Manchester,QT Racer 2.0 Shoes,47,163,7661,2298,30%,Outlet,
West Gear,ADIDAS,1128299,1/14/2021,West,Nevada,Las Vegas,Runfalcon 2.0 Shoes,61,162,9882,2471,25%,Online,
West Gear,ADIDAS,1128299,1/14/2021,West,Colorado,Denver,Runfalcon 2.0 Shoes,59,162,9558,3345,35%,Online,
West Gear,ADIDAS,1128299,1/14/2021,West,Washington,Seattle,QT Racer 2.0 Shoes,54,162,8748,3499,40%,Online,
Foot Locker,ADIDAS,1128299,1/14/2021,West,Hawaii,Honolulu,Terrex AX4 Primegreen Hiking Shoes,64,162,10368,3629,35%,Online,
Walmart,ADIDAS,1128299,1/14/2021,Southeast,Florida,Orlando,Run Falcon 2.0 Shoes,86,162,13932,4876,35%,Online,
West Gear,ADIDAS,1185732,1/14/2021,Northeast,New York,Albany,QT Racer 2.0 Shoes,49,162,7938,2381,30%,Online,
Foot Locker,ADIDAS,1128299,2/12/2021,Southeast,Virginia,Richmond,Kaptir Super Shoes,85,162,13770,3443,25%,Online,
Foot Locker,ADIDAS,1128299,2/12/2021,South,Louisiana,New Orleans,NMD_R1 Shoes,69,162,11178,3912,35%,Online,
Kohl's,ADIDAS,1128299,2/12/2021,West,New Mexico,Albuquerque,Runfalcon 2.0 Shoes,74,162,11988,4795,40%,Online,
Kohl's,ADIDAS,1197831,12/8/2021,South,Oklahoma,Oklahoma City,FortaRun Lace Running Shoes,23,162,3726,1304,35%,Online,
Sports Direct,ADIDAS,1197831,12/8/2021,South,Texas,Dallas,QT Racer 2.0 Shoes,46,162,7452,2608,35%,Outlet,
Foot Locker,ADIDAS,1185732,12/8/2021,Northeast,Pennsylvania,Philadelphia,QT Racer 2.0 Shoes,46,162,7452,2236,30%,Outlet,
West Gear,ADIDAS,1128299,12/8/2021,West,Nevada,Las Vegas,Response Super 2.0 Shoes,51,162,8262,2066,25%,Outlet,
Sports Direct,ADIDAS,1197831,1/14/2021,South,Tennessee,Knoxville,Mexico Gamemode Firm Ground Cleats,32,162,5184,1814,35%,Outlet,
Foot Locker,ADIDAS,1128299,1/14/2021,Southeast,Virginia,Richmond,Response Super 2.0 Shoes,30,162,4860,1944,40%,Outlet,
Foot Locker,ADIDAS,1197831,1/14/2021,South,Louisiana,New Orleans,Runfalcon 2.0 Shoes,21,162,3402,1191,35%,Outlet,
West Gear,ADIDAS,1197831,1/14/2021,West,Idaho,Boise,Fluidflow 2.0 Shoes,19,162,3078,1077,35%,Outlet,
Foot Locker,ADIDAS,1197831,1/14/2021,West,Idaho,Boise,Run Falcon 2.0 Shoes,33,162,5346,1604,30%,Outlet,
Foot Locker,ADIDAS,1128299,1/14/2021,West,Idaho,Boise,Response Super 2.0 Shoes,21,162,3402,851,25%,Outlet,
Kohl's,ADIDAS,1128299,2/12/2021,West,New Mexico,Albuquerque,Gamemode Firm Ground Cleats,48,162,7776,3110,40%,Outlet,
Sports Direct,ADIDAS,1128299,2/12/2021,Southeast,Georgia,Atlanta,Kaptir Super Shoes,39,162,6318,2527,40%,Outlet,
Sports Direct,ADIDAS,1185732,2/12/2021,South,Mississippi,Jackson,Run Falcon 2.0 Shoes,27,162,4374,1531,35%,Outlet,
Foot Locker,ADIDAS,1185732,2/10/2021,Northeast,Connecticut,Hartford,ZX 1K Boost Shoes,24,162,3888,1555,40%,Outlet,
Amazon,ADIDAS,1185732,2/10/2021,Northeast,New Hampshire,Manchester,Kaptir Super Shoes,50,162,8100,2835,35%,Outlet,
Foot Locker,ADIDAS,1185732,2/10/2021,Northeast,New Hampshire,Manchester,Response Super 2.0 Shoes,52,162,8424,2106,25%,Outlet,
West Gear,ADIDAS,1128299,3/8/2021,West,California,San Francisco,Kaptir Super Shoes,51,161,8211,3284,40%,Online,
Foot Locker,ADIDAS,1185732,3/8/2021,Midwest,Illinois,Chicago,OZWEEGO Pure Shoes,47,161,7567,3027,40%,Online,
Sports Direct,ADIDAS,1197831,3/8/2021,South,Texas,Dallas,Kaptir Super Shoes,45,161,7245,2536,35%,Online,
West Gear,ADIDAS,1128299,3/8/2021,West,Colorado,Denver,Ultraboost 21 x Parley Shoes,67,161,10787,4315,40%,Online,
Kohl's,ADIDAS,1189833,3/8/2021,Midwest,Montana,Billings,Kaptir Super Shoes,44,161,7084,2479,35%,Online,
Sports Direct,ADIDAS,1197831,3/8/2021,South,Tennessee,Knoxville,FortaRun Lace Running Shoes,24,161,3864,966,25%,Online,
Sports Direct,ADIDAS,1197831,4/9/2021,South,Tennessee,Knoxville,Response Super 2.0 Shoes,37,161,5957,2383,40%,Online,
West Gear,ADIDAS,1185732,4/9/2021,Northeast,New York,Albany,Ultraboost DNA 1.0 Shoes,33,161,5313,2125,40%,Online,
West Gear,ADIDAS,1185732,4/9/2021,Northeast,New York,Albany,Racer TR21 Shoes,43,161,6923,2423,35%,Online,
West Gear,ADIDAS,1185732,4/9/2021,Northeast,New York,Albany,Ultraboost DNA 1.0 Shoes,53,161,8533,3413,40%,Online,
Kohl's,ADIDAS,1185732,4/9/2021,West,Wyoming,Cheyenne,NMD_R1 V2 Shoes,55,161,8855,3099,35%,Online,
West Gear,ADIDAS,1128299,4/9/2021,South,Louisiana,New Orleans,Racer TR21 Shoes,82,161,13202,3301,25%,Online,
Foot Locker,ADIDAS,1128299,5/8/2021,West,Arizona,Phoenix,NMD_R1 V2 Shoes,57,161,9177,3671,40%,Online,
Foot Locker,ADIDAS,1128299,5/8/2021,West,Arizona,Phoenix,Response Super 2.0 Shoes,45,161,7245,2898,40%,Online,
West Gear,ADIDAS,1185732,5/8/2021,Midwest,Ohio,Columbus,Response Super 2.0 Shoes,59,161,9499,3325,35%,Online,
Sports Direct,ADIDAS,1185732,5/8/2021,Northeast,Massachusetts,Boston,OZWEEGO Pure Shoes,50,161,8050,3220,40%,Online,
Kohl's,ADIDAS,1189833,5/8/2021,West,California,San Francisco,Response Super 2.0 Shoes,41,160,6560,2296,35%,Online,
West Gear,ADIDAS,1128299,5/8/2021,West,Nevada,Las Vegas,ZX 2K Boost Shoes,43,160,6880,1720,25%,Online,
West Gear,ADIDAS,1128299,6/10/2021,West,Washington,Seattle,ZX 2K Boost Shoes,68,160,10880,4352,40%,Online,
Foot Locker,ADIDAS,1185732,6/10/2021,Midwest,Minnesota,Minneapolis,Racer TR21 Shoes,49,160,7840,3136,40%,Online,
Kohl's,ADIDAS,1189833,6/10/2021,Midwest,Montana,Billings,Lite Racer Adapt 4.0 Shoes,44,160,7040,2464,35%,Online,
Kohl's,ADIDAS,1189833,6/10/2021,Midwest,Montana,Billings,ZX 2K Boost Shoes,49,160,7840,3136,40%,Online,
Amazon,ADIDAS,1185732,6/10/2021,West,Alaska,Anchorage,Racer TR21 Shoes,59,160,9440,3304,35%,Online,
Sports Direct,ADIDAS,1128299,6/10/2021,Southeast,Florida,Orlando,Racer TR Slides,46,160,7360,1840,25%,Online,
West Gear,ADIDAS,1185732,7/8/2021,Northeast,New York,Albany,Ultraboost Slip-On DNA Shoes,49,160,7840,3136,40%,Online,
Sports Direct,ADIDAS,1128299,7/8/2021,Southeast,Virginia,Richmond,ZX 1K Shoes,67,160,10720,4288,40%,Online,
Foot Locker,ADIDAS,1185732,7/8/2021,Midwest,Missouri,St. Louis,ZX 1K Shoes,41,160,6560,2296,35%,Online,
West Gear,ADIDAS,1185732,7/8/2021,West,Utah,Salt Lake City,Racer TR21 Shoes,29,160,4640,1856,40%,Online,
West Gear,ADIDAS,1128299,7/8/2021,South,Louisiana,New Orleans,EQ21 Run COLD.RDY Shoes,43,160,6880,2408,35%,Online,
Kohl's,ADIDAS,1128299,7/8/2021,West,New Mexico,Albuquerque,Lite Racer BYD 2.0 Shoes,58,160,9280,2320,25%,Online,
Kohl's,ADIDAS,1128299,8/9/2021,West,New Mexico,Albuquerque,Racer TR21 Shoes,58,160,9280,3712,40%,Online,
Sports Direct,ADIDAS,1128299,8/9/2021,Southeast,Georgia,Atlanta,Gamemode Firm Ground Cleats,47,160,7520,3008,40%,Online,
Sports Direct,ADIDAS,1185732,8/9/2021,Southeast,North Carolina,Charlotte,Bryony Shoes,34,160,5440,1904,35%,Online,
Walmart,ADIDAS,1197831,8/9/2021,South,Arkansas,Little Rock,NMD_R1 Spectoo Shoes,54,160,8640,3456,40%,Online,
Sports Direct,ADIDAS,1185732,8/9/2021,Midwest,North Dakota,Fargo,Racer TR21 Shoes,48,160,7680,2688,35%,Online,
West Gear,ADIDAS,1185732,8/9/2021,Midwest,Wisconsin,Milwaukee,Postmove Shoes,32,160,5120,1280,25%,Online,
West Gear,ADIDAS,1185732,9/8/2021,Midwest,Wisconsin,Milwaukee,Bryony Shoes,34,160,5440,2176,40%,Online,
Foot Locker,ADIDAS,1185732,9/8/2021,Northeast,Delaware,Wilmington,ZX 1K Shoes,51,160,8160,3264,40%,Online,
Sports Direct,ADIDAS,1197831,9/8/2021,South,Texas,Houston,Postmove Shoes,28,160,4480,1568,35%,Outlet,
Sports Direct,ADIDAS,1197831,9/8/2021,South,Texas,Dallas,ZX 2K Shoes,50,160,8000,3200,40%,Outlet,
Sports Direct,ADIDAS,1197831,9/8/2021,South,Tennessee,Knoxville,HULK STAN SMITH SHOES,38,160,6080,2128,35%,Outlet,
Foot Locker,ADIDAS,1128299,9/8/2021,West,Arizona,Phoenix,Linear Superlite Super-No-Show Socks 6 Pairs,29,160,4640,1160,25%,Outlet,
Kohl's,ADIDAS,1128299,10/10/2021,West,New Mexico,Albuquerque,Ownthegame Shoes,40,160,6400,2560,40%,Outlet,
Kohl's,ADIDAS,1128299,10/10/2021,West,New Mexico,Albuquerque,Designed to Move High-Rise Sport Zebra Capri Tights,49,160,7840,3136,40%,Outlet,
Sports Direct,ADIDAS,1128299,10/10/2021,West,New Mexico,Albuquerque,Hamburg Shoes,45,160,7200,2520,35%,Outlet,
Foot Locker,ADIDAS,1128299,10/10/2021,Southeast,Georgia,Atlanta,Creator Backpack,47,160,7520,3008,40%,Outlet,
Foot Locker,ADIDAS,1185732,10/10/2021,South,Mississippi,Jackson,adidas x Zoe Saldana Feelbrilliant AEROREADY 7/8 Printed Sport Tights (Plus Size),20,160,3200,1120,35%,Outlet,
Walmart,ADIDAS,1185732,10/10/2021,South,Mississippi,Jackson,Superlite UB21 Tabbed No-Show Socks 2 Pairs,26,160,4160,1040,25%,Outlet,
Sports Direct,ADIDAS,1185732,11/9/2021,Northeast,Rhode Island,Providence,Blue Version Luxe Backpack,48,160,7680,3072,40%,Outlet,
Foot Locker,ADIDAS,1185732,11/9/2021,Midwest,Illinois,Chicago,AEROREADY Designed to Move Sport Motion Logo Hoodie,44,158,6952,2781,40%,Online,
Sports Direct,ADIDAS,1197831,11/9/2021,Midwest,Illinois,Chicago,Performance Mesh Boxer Briefs 3 Pairs,27,158,4266,1493,35%,Online,
Sports Direct,ADIDAS,1197831,11/9/2021,South,Texas,Dallas,4ATHLTS Backpack,58,158,9164,3666,40%,Online,
Foot Locker,ADIDAS,1185732,11/9/2021,Northeast,Pennsylvania,Philadelphia,Essentials Logo Tee (Plus Size),60,158,9480,3318,35%,Online,
West Gear,ADIDAS,1128299,11/9/2021,West,Nevada,Las Vegas,Jayhawks Quarter-Zip Knit Sweatshirt,34,158,5372,1343,25%,Online,
Kohl's,ADIDAS,1189833,12/8/2021,Midwest,Montana,Billings,Kaptir 2.0 Shoes,34,158,5372,2149,40%,Online,
Sports Direct,ADIDAS,1197831,12/8/2021,South,Alabama,Birmingham,Tiro Primegreen Bottom Compartment Duffel Bag Medium,29,158,4582,1833,40%,Online,
Amazon,ADIDAS,1185732,2/10/2021,Northeast,Maine,Portland,Traveer WIND.RDY Jacket,54,158,8532,2986,35%,Online,
Foot Locker,ADIDAS,1128299,2/10/2021,West,Hawaii,Honolulu,Graphic Tee and Shorts Set,51,158,8058,3223,40%,Online,
Walmart,ADIDAS,1128299,2/10/2021,West,Hawaii,Honolulu,adidas x Classic LEGOÂ® Tee,51,158,8058,2820,35%,Online,
Sports Direct,ADIDAS,1185732,3/8/2021,Midwest,Michigan,Detroit,Ultimate Bra,43,158,6794,1699,25%,Online,
Sports Direct,ADIDAS,1185732,3/8/2021,Midwest,Michigan,Detroit,adidas x Classic LEGOÂ® Tights,47,158,7426,2970,40%,Online,
West Gear,ADIDAS,1128299,3/8/2021,West,Oregon,Portland,Terrex Hyperhiker Low Hiking Shoes,54,158,8532,3413,40%,Online,
West Gear,ADIDAS,1128299,3/8/2021,West,Oregon,Portland,Terrex Speed Pro Trail Running Shoes,74,158,11692,4092,35%,Online,
Sports Direct,ADIDAS,1185732,3/8/2021,Southeast,North Carolina,Charlotte,adidas Love Unites All Me 3-Stripes Graphic Bra,37,158,5846,2338,40%,Online,
Amazon,ADIDAS,1185732,3/8/2021,Southeast,North Carolina,Charlotte,Designed to Move High-Rise Sport Zebra Capri Tights,23,158,3634,1272,35%,Online,
Amazon,ADIDAS,1185732,4/9/2021,Midwest,Ohio,Columbus,Hyperglam Light Support Bra,41,158,6478,1620,25%,Online,
Foot Locker,ADIDAS,1185732,4/9/2021,Southeast,Kentucky,Louisville,Lite Racer Adapt 4.0 Shoes,59,158,9322,4195,45%,Online,
Foot Locker,ADIDAS,1185732,4/9/2021,Southeast,Kentucky,Louisville,Marathon 3-Stripes Jacket,18,158,2844,995,35%,Online,
Foot Locker,ADIDAS,1185732,4/9/2021,Southeast,Kentucky,Louisville,Camo Print Graphic Tee,29,158,4582,1146,25%,Online,
Sports Direct,ADIDAS,1185732,4/9/2021,South,Mississippi,Jackson,HEAT.RDY Running Tank Top,68,158,10744,3223,30%,Online,
Foot Locker,ADIDAS,1185732,4/9/2021,Midwest,Kansas,Wichita,adidas x FARM Rio Print Boyfriend Cropped Cotton Logo Tee,37,158,5846,2046,35%,Online,
West Gear,ADIDAS,1185732,5/8/2021,Midwest,Wisconsin,Milwaukee,Runner Tee,46,158,7268,3634,50%,Online,
Foot Locker,ADIDAS,1185732,5/8/2021,Northeast,Delaware,Wilmington,Superlite No-Show Socks 6 Pairs,36,158,5688,2560,45%,Online,
West Gear,ADIDAS,1128299,5/8/2021,West,California,San Francisco,Crew Sweatshirt,47,158,7426,2599,35%,Outlet,
Sports Direct,ADIDAS,1197831,5/8/2021,South,Texas,Dallas,Crew Sweatshirt,38,158,6004,1501,25%,Outlet,
Sports Direct,ADIDAS,1197831,5/8/2021,South,Texas,Dallas,adidas x Zoe Saldana AEROREADY Rib Tank Top,43,158,6794,2038,30%,Outlet,
West Gear,ADIDAS,1128299,5/8/2021,Northeast,Pennsylvania,Philadelphia,Long Sleeve Dress,27,158,4266,1493,35%,Outlet,
West Gear,ADIDAS,1185732,6/10/2021,West,Utah,Salt Lake City,Long Sleeve Dress,23,158,3634,1817,50%,Outlet,
West Gear,ADIDAS,1185732,6/10/2021,West,Utah,Salt Lake City,Leggings,19,158,3002,1351,45%,Outlet,
West Gear,ADIDAS,1185732,6/10/2021,West,Utah,Salt Lake City,Long Sleeve Dress,35,158,5530,1936,35%,Outlet,
West Gear,ADIDAS,1128299,6/10/2021,West,Oregon,Portland,Leggings,43,158,6794,1699,25%,Outlet,
West Gear,ADIDAS,1128299,6/10/2021,South,Louisiana,New Orleans,Primeblue Designed 2 Move Woven 3-Stripes Sport Shorts,30,158,4740,1422,30%,Outlet,
West Gear,ADIDAS,1197831,6/10/2021,West,Idaho,Boise,AEROREADY Designed 2 Move Sport Tank Top (Maternity),43,158,6794,2378,35%,Outlet,
West Gear,ADIDAS,1197831,7/8/2021,West,Idaho,Boise,AEROREADY Designed 2 Move Sport Tank Top (Maternity),38,158,6004,3002,50%,Outlet,
Sports Direct,ADIDAS,1197831,7/8/2021,West,Idaho,Boise,AEROREADY FeelBrilliant Designed 2 Move 7/8 Tights (Plus Size),43,158,6794,3057,45%,Outlet,
Foot Locker,ADIDAS,1128299,7/8/2021,West,Arizona,Phoenix,Crew Sweatshirt,46,158,7268,2544,35%,Outlet,
Sports Direct,ADIDAS,1128299,7/8/2021,Southeast,Georgia,Atlanta,AEROREADY FeelBrilliant Designed 2 Move 7/8 Tights,39,158,6162,1541,25%,Outlet,
Walmart,ADIDAS,1185732,7/8/2021,South,Mississippi,Jackson,AEROREADY FeelBrilliant Designed 2 Move 7/8 Tights,35,158,5530,1659,30%,Outlet,
Walmart,ADIDAS,1185732,7/8/2021,South,Mississippi,Jackson,Designed 2 Move Bootcut Pants (Plus Size),33,158,5214,1825,35%,Outlet,
Sports Direct,ADIDAS,1185732,8/9/2021,South,Mississippi,Jackson,Designed 2 Move High-Rise 3-Stripes 7/8 Sport Tights (Plus Size),43,158,6794,3397,50%,Outlet,
Sports Direct,ADIDAS,1197831,8/9/2021,South,Mississippi,Jackson,Aeroknit Designed 2 Move Sport Seamless Tee,18,158,2844,1280,45%,Outlet,
Amazon,ADIDAS,1185732,8/9/2021,Northeast,Vermont,Burlington,adidas Designed 2 Move AEROREADY Dance 7/8 Tights,49,158,7742,2710,35%,Outlet,
Sports Direct,ADIDAS,1197831,8/9/2021,South,Tennessee,Knoxville,Aeroknit Designed 2 Move Sport Seamless Long Sleeve Tee,38,157,5966,1492,25%,Outlet,
Sports Direct,ADIDAS,1128299,8/9/2021,Southeast,Virginia,Richmond,adidas Designed 2 Move AEROREADY Cropped Tee,59,157,9263,2779,30%,Outlet,
West Gear,ADIDAS,1185732,8/9/2021,West,Utah,Salt Lake City,AEROREADY FeelBrilliant Designed 2 Move 7/8 Tights (Plus Size),19,157,2983,1044,35%,Outlet,
West Gear,ADIDAS,1128299,9/8/2021,West,Oregon,Portland,SH3.RO Tankini Bottoms (Plus Size),54,157,8478,4239,50%,Outlet,
Foot Locker,ADIDAS,1128299,9/8/2021,West,Arizona,Phoenix,4D Fusio Shoes,39,157,6123,2755,45%,Outlet,
Kohl's,ADIDAS,1128299,9/8/2021,West,Arizona,Phoenix,4D Fusio Shoes,32,157,5024,1758,35%,Outlet,
Kohl's,ADIDAS,1128299,9/8/2021,West,New Mexico,Albuquerque,FARM Rio AEROREADY 3-Stripes Print Sports Crop Top,48,157,7536,1884,25%,Outlet,
Sports Direct,ADIDAS,1128299,9/8/2021,Southeast,Georgia,Atlanta,Brand Love Slanted Logo Boyfriend Tee,51,157,8007,2402,30%,Outlet,
Sports Direct,ADIDAS,1128299,9/8/2021,Southeast,Georgia,Atlanta,Essentials Loose 3-Stripes Cropped Tee,46,157,7222,2528,35%,Outlet,
Foot Locker,ADIDAS,1185732,10/10/2021,South,Mississippi,Jackson,Terrex Hydroterra Shandal Water Shoes,33,157,5181,2591,50%,Outlet,
Sports Direct,ADIDAS,1185732,10/10/2021,South,Mississippi,Jackson,Parley Shorts,54,157,8478,3815,45%,Outlet,
Amazon,ADIDAS,1185732,10/10/2021,Northeast,Vermont,Burlington,Essentials Loose 3-Stripes Cropped Tee,44,157,6908,2418,35%,Outlet,
Kohl's,ADIDAS,1189833,10/10/2021,West,California,Los Angeles,Logo Play Tee,49,156,7644,1911,25%,Online,
Kohl's,ADIDAS,1189833,10/10/2021,West,California,Los Angeles,adidas Sportswear Seasonals Stadium Sweatshirt,55,156,8580,2574,30%,Online,
Sports Direct,ADIDAS,1197831,10/10/2021,South,Texas,Dallas,Special 21 Shoes,29,156,4524,1583,35%,Online,
